group,metric,N,kf_median,interp_median,delta_median,kf_mean,interp_mean,kf_p25,kf_p75,interp_p25,interp_p75,win_rate
all,corr,1021,0.610413610965053,0.545426372052208,0.0649872389128442,0.562664154536384,0.500817706998137,0.395244122339745,0.758781108563762,0.305090448510132,0.740724050119861,0.632713026444662
all,NSE,1021,0.251544899283249,0.183726048074341,0.0678188512089086,-13.6004870423285,-114.877428298276,0.0836924214188136,0.427283184684291,-0.0727060619203044,0.442509358535263,0.589618021547502
all,rRMSE,1021,86.5132995970418,90.3478805465662,-3.83458094952442,124.307546213974,220.167558297836,75.6780556166485,95.7239561355542,74.6652946176191,103.571457622969,0.589618021547502
all,rB,1021,19.4090219536424,22.7957056162444,-3.386683662602,184.069313002515,249.19603707559,8.50411009514036,55.6960701927649,8.96060163719876,66.0189031656331,0.497551420176298
