group,metric,N,kf_median,interp_median,delta_median,kf_mean,interp_mean,kf_p25,kf_p75,interp_p25,interp_p75,win_rate,tie_rate
all,corr,343,0.553654782719299,0.504132392932415,0.0495223897868844,0.535210277065517,0.454889492657838,0.400296449849866,0.704091785013602,0.293429593898764,0.659886746552414,0.682215743440233,0
all,NSE,343,0.227187179404095,0.159133464256954,0.0680537151471414,0.0251098201576726,-135.720644827584,0.107473982598833,0.343863308281655,-0.00581853915189834,0.355210069915213,0.620991253644315,0
all,rRMSE,343,87.9097730969603,91.6987751141228,-3.78900201716246,91.1377720860878,169.461188834096,81.0022068752893,94.4735945937369,80.2987845477014,100.290501976816,0.620991253644315,0
all,rB,343,13.6361190371985,15.5266230573895,-1.89050402019094,44.991245363648,174.174643776817,6.1792175079697,28.6591538148701,6.96735114635259,32.789180915571,0.495626822157434,0
